label,text
sadness,昨天晚上吃多了没能关注WWDC，我要忏悔。
disgust,不过iOS新增的消息中心这个功能真心显得山寨，视频看起来UI风格也有点不协调。
disgust,写明手机还买了保险 那是新手机我怀疑它们给我用了！
anger,不还给我！
disgust,//@Paul_Sun:你包装上就不应该写明手机，因为现在快递业很多是故意遗失，拿走货物，就算赔偿也是一点点。
sadness,"之前没有感觉，经过了今天才明白心里有种说不出的滋味，或者是有些许的不舍,,,,,"
sadness,总之觉得挺难过的...
anger,什么叫杯具？
anger,就是下暴雨的那几分钟刚好是你在路上狂奔的那几分钟！！！！！
anger,尼玛有木有啊！！！！！！
anger,全身湿透了但是我还在外面办事啊！！！！！
like,套用一位JAY迷的话：脑子是用来想韩庚的；眼睛是用来看韩庚的；嘴巴是用来赞韩庚的；墙壁是用来贴韩庚的；铅笔是用来写韩庚的；手机是用来搜韩庚的；扣扣是用来聊韩庚的；天王是用来配韩庚的；微博是用来转韩庚的····
disgust,一个有趣的TVB43周年台庆视频截图GIF，注意欣赏图中红衣小姐的眼神、表情和动作，实在是一出TVB友谊小姐官场现形记，真是戏如人生，人生如戏，TVB完全可以拍一部现实版的宫心计了。。
sadness,做企业真难，在中国做企业，更难。
sadness,认真地爱过之后，你才领悟，有些爱，的确是不可能的。
anger,从钱案公开后的舆论情况看，代表政府的媒体无数次强调这是普交，但就是无法平息汹涌的质疑。
anger,这种情况放在十年以前是不可想象的，侧面反映出公信力的坍塌。
anger,这一点是最可怕的，会无形中增加社会管理成本，也是最应该引起政府反思的。
happiness,[开心][开心][开心]地理老师请辞了，校长极力挽留。
happiness,[开心][开心][开心]
anger,中国政法大学法学院副院长何兵：我不反对唱红，但我反对强制且用纳税人的钱唱红.
anger,重庆累计唱红10.4万次场，参与人数8000万，场地费服装道具一人150元，共计2.1亿元，每人次误工费、交通费加起来共计2700亿。
anger,如果全国唱红会是几万亿，为什么不用来搞医保？！
sadness,回覆@刘廷華corn:求上海米帶，我從上海回來後才出版，太過份了．．．． //@刘廷華corn:啊啊啊啊啊啊啊啊啊啊啊 好想要哇 为毛我们这里木有 [抓狂]
like,很好，支付宝一人独大的局面打破指日可待！
like,烈日下的H30cross&amp;总冠军版光彩熠熠。
like,[阳光][阳光][阳光][阳光][阳光][阳光]
like,糯米粉的软糯，花生芝麻糖的香甜，在口中，真的是回味无穷！
sadness,第一次吃，是老妈做的，我，想家了[泪]
disgust,有这么自恋的老师吗？
sadness,突然间好想哭，好想时间倒流，好想穿越回几年前，好怀念以前学校的时光，回想那教室，那鲜艳的红领巾。
sadness,在那课堂上吵吵嚷嚷的声音，想念那课间十分钟......
like,[泪] [泪] 各位盆友们，节日快乐！
happiness,霓虹的消息神马滴偶就等你总结了呗~~深深嘴儿一个[mua]~~臻果latte~~~
surprise,这是拿去卖烂铁吗？？
happiness,今天是我们的节日，真的要感谢帮助我们的每一位朋友，也要感谢每一位炒米，米粒的祝福，你们的祝福我们统统收到。
happiness,送上一张我们结婚证上的照片，再次感谢大家对我们每一次的祝福......
happiness,另：今天的高考，希望每位学生都能有自己的最佳状态，考出好成绩，加油[哈哈]
like,其当之无愧！
disgust,女生大一时急着找男朋友是因为刚解放要尝新鲜！
disgust,女生大二时急着找男朋友是因为终于发现了大学生活是多么的空虚和无聊。
disgust,大三时急着找男朋友常常是出于攀比，因为身边的女生好象都有男朋友了，
disgust,大四时急着找男朋友的往往是在寻找长期饭票或者跳板。
disgust,我倒不信这些飞禽走兽就只愿为这桌寿宴献身，还坚决不给别家做了吃了。
like,在10年前，还在莫斯科留学的时候，就在摄影杂志上看过这组照片，一直不能忘却，也一直想去北京地铁拍这样的一组，没想到今天在围脖上看到了，还有作者介绍，真好，学习
happiness,哈哈哈。
like,我觉得这是天鸿君邑精装修里唯一的亮点了~~
happiness,现在唐唐超坏的，还会假哭，哭声响起后不到10秒，准自己给自己台阶下，立马鸦雀无声，当什么事都没发生过，哈哈，好可耐耐~
surprise,这造型，真人模特岂不累死？
happiness,哈哈
sadness,有时候不是不懂，只是不想懂；有时候不是不知道，只是不想说出来；有时候不是不明白，而是明白了也不知道该怎么做，于是就保持了沉默。
like,值得一提的是，《会跳舞的文艺青年》在大受欢迎的同时，还曾受到某知名导演的青睐，该导演甚至主动请缨想要拍摄这首新歌的MV，李宇春的音乐魅力实在让人咂舌。
happiness,[飞吻][飞吻][飞吻]演出完赶快卸妆去吃好好咯~[感叹号]！[干杯][干杯][干杯][礼花][感叹号]
disgust,电视里全是七一欢庆节目，且很类似，那么多华丽的舞台，可以帮助多少金字塔低端的人，让他们有学可上，有钱看病，有屋可居，有树可靠？
disgust,给人民带来实际的温暖所产生的权威和认同，远非这些红歌和样板戏可及！[话筒]
like,这张照片上面看，周杰伦被jolin大美女衬托的毛帅气类。。
like,不对应该是潇洒，，也不对的，反正比以前帅多了。
like,叶瑞立要参选人大 支持叶瑞立参选人大代表！
like,我咋那么爱你呢？
like,你让我又爱又恨啊！
like,看到你又忍不住太好吃拉！
happiness,[哈哈]
happiness,見到你恢復微博控的樣子我默默地歡喜一下[媚眼] 既然你回來了...
sadness,說好的百萬吻呢？？？
sadness,[抓狂]
disgust,有没有很2 有没有？？！！
disgust,有没有被2到？！！。。。
disgust,这就是传说的傻瓜COUPLE么。。。。
like,谁来制止我。。
like,我想安稳的睡觉。。。
disgust,可为什么像打了鸡血一样。。
sadness,近期好多校友看到中蓝的照片，深表感慨，同时对天井那棵树表示怀念。
happiness,77今天生日[兔子]突然感叹起自己，想想前面的两个生日都奔向了苏北大地[泪]今年一定要留在这里，吃大餐收大礼[嘻嘻][偷笑][鼓掌][钱]
happiness,感谢萱迷们 让我在中国过个很愉快很幸福的生日！
happiness,谢谢你们一直在身边 谢谢你们这样的爱护我 [可爱][花心][太开心]
disgust,能不能不要再做这么跌宕起伏的梦了？
disgust,很耗体力的好哇！
happiness,其实事情是这个样子滴~今天尼小坤拍见到蕾蕾了好兴混，有好多话要说，就拉着大伯粗来唠嗑顺便吃个冰激凌神马滴~[冒個泡]
disgust,说我今年有血光之灾，果然。
sadness,三亚潜水腿被珊瑚刮破；鼓浪屿日光岩脚被划破；武夷山，手居然被猴子抓破。。。
surprise,最贵居然是狗市场买的鸡肉条，一包就55元！
like,祝巴萨好运！
sadness,与这个数字社会做的最后一丝抵抗终于灭绝。
like,//@王久辛:问得好[给力] [赞]
disgust,//@陕西老人:什么是素质教育，独生子女如何教育，不知教育家门想过没有，现在的学生不能经受挫折、不能与人相处、不能替人所想，更不会去爱别人。
disgust,培养人的目的是什么呢？
sadness,我多么想和你见一面，看看你最近改变。
sadness,不再去说从前，只是寒暄，对你说一句，只是说一句，好久不见。
sadness,我吼啊我吼，怎么也喉不来关注和支持，只有反复吼了－－－－－
like,我爸是农民，我是游民，让农民老有所托，老有所养是我的最大愿望！！！
sadness,上半场我那基本没有射门，完全被大米兰压制，看球的时候突然发现今天大米兰首发的两条边路一老一少都曾在我那效力，多赛纳今天明显状态很差，他镇守的左路成了大米兰助攻的对象，下半场换上青训维塔莱算了。。。
disgust,你羞耻么亲!
anger,全踏马的是肌肉啊！！
disgust,那么久没跑过步了肌肉还不消啊！！！
sadness,想减都减不了啊！！！！
sadness,每晚努力减肥却减不下去的人你伤不起啊！！！OTZ…
surprise,惊人吧。
like,从小就喜欢苏牧，太美了，太爱了！
like,互相陪伴！
like,[爱你]
like,真的是很喜歡。
happiness,最初想著只用醬油就好了，結果最後還是塗了牛油，就連碟子裡面殘留的汁都想舔乾淨呢[哈哈][哈哈][哈哈] ＞＞＞小讒嘴[偷笑][偷笑] 下面是模特兒示範啊啊啊啊啊啊啊啊
like,但，这还不是让我最动心的风景，迷住我的，是学生食堂前面那一排大字报廊。
like,這幾天發得太多風景的照片　但我就是喜愛拍攝這類題材　好吧　就最後一張　雖然今夜的他　沒有前天的那麼美　但仍是很動人的　後援　晚安
sadness,下午淅淅沥沥地下着雨，头还晕着，骑着单车，听着小歌，哼着小调，从前那种写意的感觉怎么就变了味？
sadness,只会顿感孤独，一个人一直地骑下去，骑下去......
disgust,我觉得好笑的是，那女的重复不停的讲3张5块钱，3张1块钱。
disgust,为了10块钱，跟老头不停的争~
like,谦卑，温柔，干净。
like,[害羞]
like,这天气合适吃鱼生喝小酒，点了一条2斤的赤眼，鱼刺身，鱼头鱼骨椒盐炸香，再点一个海蜇刺身，嘿嘿。。。。
sadness,时间是把杀猪刀[啊] [啊] [啊] [啊] (VIA ILOVEPOPONNY)
sadness,我们每天为了别人的观点改变自己，为了别人的认可而拼命努力，为了别人的过错在不断的惩罚自己，所有的所有都是为了别人，为什么不能真正的去体验生命的价值与意义。
like,确实比以前都强大。
disgust,但当你知道中国贫困线以下人口还有数千万你就觉得只不过是面子上强大。
happiness,61儿童节了，男同胞们找到属于自己的奶嘴了么；女同胞们找到属于自己的棒棒糖了么，没有的话像我一样买颗糖犒劳自己吧，哈哈。。。。。
like,该戏剪影效果的呈现创意很好，这个回头看图说话。
happiness,恭喜我校阮月云师姐《忆起孩儿时的星空》获得2011广东大学生时装周的冠军！
happiness,[抱抱] 广州大学纺织服装学院又出精英了！！
happiness,[哈哈] [耶]
like,今天陪老婆（女朋友暂时不算）逛街的爷们，大概就是传说中的好男人吧！
happiness,大半夜的还整这么一出戏，真是为六一节画上了一个完美的句号！
happiness,嗯！太有爱了……
happiness,哈哈！
happiness,我争取睡觉时不笑出声来！[六一快乐] [萌]
anger,国安现在还在等足协的正式处罚通知，但如果最终真是停赛8场，国安表示不理解，罗宁就专门说到了当年阿里汉向第四官员挥舞100元钞票的那次行为，结果只受到了停赛三场，所以如果真给帕切科停赛8场，难以服众。
happiness,与冰小宝温情瞬间~镜头一：我偷偷亲了冰小宝的后脑勺一下，小家伙回过头，甜甜的冲我一笑；
happiness,镜头二：爸爸抱着冰小宝凑到我跟前，我轻轻地亲了冰小宝脸颊一下，冰小宝也撅起小嘴做出MUA的嘴型。
happiness,幸福的我呀美得P颠P颠的~
happiness,难怪爸爸哀怨滴说妈妈爱上别的男人了，而且还是个秃秃[哈哈]
happiness,祝姐妹们丽人节快乐！
happiness,北京目前有大学生戏剧节，北京青年戏剧节，北京非非戏剧节都已经开始报名，请大家广为宣传，北京小剧场的春天来啦！
like,（有爱哈~） 2.锅煤的电风扇是同一个~~（这个更有爱~） 。。。
sadness,我发现我可真是赚到了，才活了不过20几年，就碰上了50年一遇的旱灾，100年一遇的洪水，60年一遇的大雪，300年一遇的泥石流，500年一遇的地震，600年一遇的海啸。。。
sadness,人家轮回转世好几趟都碰不全呀！！
surprise,在西安，每天吃8顿，顿顿往死里吃，几天下来，瘦好多。
surprise,在长沙，每天吃2顿，吃的真不多，几天下来，胖好多。
disgust,太诡异了，我渴望上《走近科学》这个节目。
disgust,今日，伪丐帮重现丽江小石桥，身着名牌户外装备，只要6元钱吃饭。
disgust,早晨路上被二会代表拦与道路中央，jcss更辛苦，大早晨起来就码桩子，估计他们跟我们想的一样，希望他们丫能讨论出点正经有用的玩意儿来，别光阳春白雪，不切实际！
disgust,也不惜的大家为他们劳民伤财！！
sadness,又不能陪着她了，还是感觉很遗憾，好在没有妈妈在身边相信她一样可以考出好成绩！
happiness,心形的叶子呀[太开心][太开心][太开心][心][心][心][心][心]谁叫我的名字有心呢，大爱[太阳]心[太阳]形的东西
like,在马代很自由，很舒心吧，没有累人的工作，没有烦人的狗仔，只有最心爱的爱人和最好的朋友陪着，这样真的很好。。。
like,换做我，我也希望一直在美好的梦里，永远都不要醒来。。。
anger,▲ 因李娜遭炮轰的李永波说：我实在不明白，为什么有那么多人说我对网球的看法，是不是搞错了，我从没说谁不好，任何一个优秀运动员都值得尊敬，采访我的记者没有把我的话完全表达，断章取意！
anger,李娜小时候还练过羽毛球你知道吗，我们都为她高兴，作为球迷你可以有自己的观点，但也要尊重与你不同的观点
like,之前的艺术片我也颇为喜爱，看看他搞的商业片是啥动静。。
happiness,哈哈。。
like,真想在北京呆着，那样就可以每天去电影学院和传媒大学听电影制作课了。
like,★绝对好吃的做法：西红柿鸡蛋汤★制作：1.把西红柿去皮，对半切后去蒂，再切块。
disgust,"飞机晚点似乎已成常态，每次听到空姐的道歉都觉得那么的苍白无力，套话连篇,无任何有价值的举动！"
anger,我试问亲爱的各大航空公司及空管局，咱们就不能不耗费自己和大家的资源吗？
anger,多大的成本呀！
anger,难道咱们这些聪明的家伙真找不出解决的办法吗？
anger,还是不愿意解决？？
happiness,哈哈，早上去总部拿资料做公证，然后去瞄了一眼我们的精英推车，想啊……
happiness,真是爽啊，加油吧，让我们一起享受这样的荣誉，让我们的房东客户也来享受一下不同的待遇！
happiness,真想小郭带我去总部签个租赁单[钱]
like,　　宝贝！
sadness,请允许我最后一次这样叫你吧!
sadness,当你看到这封信的时候，我已经离开你了。
sadness,我知道我以后再也没有机会跟你说这两个字，这是我写给你的最后一封信了，此时此刻我的心如刀割，但为了你的选择我还是要强忍着眼泪写完这封信.
sadness,　　这几天我们之间发现了一些很不愉快的事，这两天我想了很多，也明白
disgust,呵呵，不听老人言，吃苦在眼前啊。
anger,这就是记者和我私信的记录，我已解释美美和王鼎没有关系，第二天他们还是宣称美美就是王鼎及中红博爱的总经理，这不是明显的自说自话炒作吗？？
anger,为了卖点破报纸就必须这样吗？
disgust,家属都不忍启齿跟我说那些肮脏下流的细节。
anger,人神共愤！
disgust,醒来吧！
like,希望靠辛勤劳动就能屹立于世界丛林的人们！
like,如有渔船靠岸，黄昏小街道各类小海鲜纷纷的摆放出卖，新鲜海味看的好馋人，恨不的买上直接煮来吃！
sadness,今天估计没有渔船进港，海鲜小摊寥寥无几。???????????????????????????????????????????????????
like,《蝴蝶梦》真好！！！
like,王志萍演的真好，粉丝真给力，先发粉丝的嘿嘿。
surprise,（幕都拉上了，俺以为幕后面没人了，钻到后面一看，火啊！！！）
like,現在出發去甘肅山區探訪，參與點滴是生命愛心活動！
happiness,還有愛心大美女嘉玲一起！
like,關懷偏遠山區，送愛給需要的人！
like,跟著我們動起來！
anger,所有新增成本都被转嫁到普通老百姓头上 买不起房的发现租房成本也因为新政策上涨 再让住建部胡搞下去 整个市场老问题未解决 新问题又出 既然都行政干涉了 为什么不干涉彻底点 唯一的出路就是学习新加坡等国全面推行经适房 经适房为主 商品房补充的住房格局才是唯一稳定的市场 对银行受冲击的
sadness,某一天，你的人生中不再有我。
sadness,你叹气的时候我不会再去安慰你，你难过的时候我不会再陪你一起难过，你心碎的时候我不会再去陪你一起心碎。
sadness,但我依然希望你过的比我好，希望看到你幸福的过着每一天。
surprise,稠州银行金牛队，也就是我们主队义乌梅湖体育馆的DJ 居然放出了菊花台。。。
like,不得不佩服啊。。。
surprise,下午同学说去东门~刚出地铁门，我以为自己下错站了！
surprise,~东门站用不用那么大啊！！！
surprise,变化要不要那么大~~~
surprise,都不知道怎么走了！
sadness,那种没机会走出国门的砖家什么的就省省吧噗~~~当然我这种啃家里的穷三代还是默默退下好了|||
disgust,当哥们全能啊…
disgust,要我教拳、教太极扇、还要教篮球裁判！
disgust,我又不会三头六臂…
disgust,还要搞观摩会，饶了我吧，我就一打酱油的…
happiness,昨天和Suyen新做了款Gel指甲[美甲]，好看麼～？
happiness,大愛粉色的豹紋，可可愛愛的！
happiness,[心形礼物]
surprise,我今天惊讶的发现，喜欢沃尔沃车的人很多。
disgust,我唯一的解释是：宝马和奥迪在中国不止臭烂了街，而且频频曝光在不良社会新闻中，名声也搞臭了。
disgust,更不允许一个人来音乐教室，你那铜锣嗓子来音乐教室吼，被人听见，你好意思我还没面子呢！
disgust,想吼的话，回家外厕所里吼，明白地干活？
fear,开车呀，还真得小心！
like,有那么一部分人离开了，但是请相信，还有那么那么多的人在等你们回来~！！！
disgust,一个山寨版的大富翁游戏《大家来抢钱》，在App Store上架之后一直排名前列，非常期待软星科技的原味《大富翁》、《仙剑奇侠传》的登场～！
disgust,抓紧吧，别做软鼻子科技。
sadness,在戈壁，除了李刚，每一个父亲都是心酸的父亲、屈辱的父亲。
happiness,额的亲娘，从早上议论到现在，你们总算见到曙光了...
surprise,在马路上等人，忽然听到小路口的音乐，以为自己手机想了，拿出来都没响，以为MP3误碰了，看看也没响，到处张望寻找歌声来源，终于找到了！
surprise,是一个挖马路的大哥的手机在放呢，还不停重复着呢，边干活边听音乐呢！
disgust,上海、广州尚如此，全国更可想而知。
disgust,真没钱，还是假没钱姑且不论，这个1000万套，肯定得黄。
happiness,今晚女人节的聚会结束，带着快乐的心情，躲进被窝。
happiness,[大笑]晚安，姐妹们！
happiness,过了今晚，新的一天才刚刚开始。
like,这款iPhone外设可以帮您将iPhone改装成类似PSP的模样，方便的按键操控让喜欢游戏的您不会错过任何类型的游戏，不再有各种局限。
sadness,对于母亲我唯有心痛的内疚：辛苦一生省吃俭用还留下这么一笔钱给我们，我们又为她付出了什么
happiness,你选择综合症了 哈哈 话说中间我那张大头也太愣了吧 挖哈哈 吃的很撑 合照很开心~期待周5的大聚会~
like,我觉得我穿上它，应该会不错·哈··虽然我自己打心底就不喜欢甜美版的，不过朋友都说觉得我适合那样子多些··哎··难道我样子问题？
happiness,哈哈哈，下午继续拼。
sadness,我算大小拼的要吐血了已经[衰]
disgust,昨天那个女孩来了，一早我讲啊讲，讲到口干了。
fear,哇哦，我怕哦。
sadness,快来个妞来接替我的工作吧~~啊啊啊
sadness,08年作为主演之一参与拍摄的《变身契约》听说在cctv6已经播了，其实我对自己在其中的表现并不满意，表演去痕迹是个命题啊----努力吧---
like,时间过得真快转眼就九（20）了、那个八（20）班是永恒最温暖的班级、这个班级里给我们带来了喜与悲 这个班级就像一个温馨的大家庭 友谊大过天 爱与团结为一体的一个班。
like,我爱这个班、虽然有痛 但是它也给我带来了不少快乐、我爱你你们爱这个班[爱你]
anger,要死了！
anger,[衰]外面烧烤摊吵就算了，儿子 半夜三更醒了，不睡觉，在那翻来覆去，问他又不是不舒服，烦死了！
anger,[怒]还要人活不，一个小时了！
anger,[抓狂]我困啊！
sadness,[泪]
sadness,TQ5很多同学下班蛮准时的，让我很纠结，这不像一个new hire ，前几批NH都是11 点钟才下班的。
sadness,纠结中
fear,地铁里如果有人挑衅逼你打架要小心了，北京台刚播一哈尔滨的案子，老公把老婆耳膜刺破，然后让女的地铁里找人寻衅，引发冲突，报警后，去医院，再索赔。
like,亏着民警发现问题 破获。
happiness,今天看了朋友的工作室之后我发奋了！！！
happiness,牺牲这么大必须得给你转一下哈~[good] 话说嫩素颜也很美美！
happiness,[哈哈]
like,这个想法很不错呀！
disgust,一个企业，尤其是正在创业的企业，没有客户不可怕，没有资金也不可怕，最可怕的就是你的团队成员不负责任！
sadness,92岁老太太强撑着从湖南怀化来武汉看望94岁的生病老姐姐，可惜探亲几天来所拍的珍贵照片全都随着一部相机一起遗失，两位老太太因此精神沮丧。
like,为让两位老人尽早解脱，72岁的岳先生替母寻找，希望好心人能助他找回那部珍贵的相机。
surprise,猎人震惊出家。
like,"一直以来我都觉得是我们在保护他,因为他太干净太美好!"
surprise,其实是他在保护我们啊!
surprise,"明明不是他的错,他竟然出来道歉，他不想我们为了他吵架他怕我们受伤!"
surprise,那些私信他都看的啊!
surprise,我们的信他都留着啊!
like,我到哪儿去找这么好的你啊?
sadness,I miss u ....!!
like,谢谢你一直这么照顾我。。
like,你也是，好好照顾嗓子，如果觉得自己喉咙什么时候不要了的话，捐给我。。
happiness,哈哈
disgust,因为他觉得被这个社会抛弃了，与其让你抛弃我，不如让我抛弃你。
disgust,如果社会抛弃了民众，那么民众会反过来抛弃社会，而革命就会发生。
sadness,曾经每月的2000分钟你我大都不会剩下/如今。。。
sadness,/你说许久不曾联络下感情了/
sadness,/我想你已经在心里不知埋怨多少次了，为什么我现在这么冷/
sadness,我感觉出，也感觉到了/[猪头]
disgust,回复@加利福尼亚洲水郡:看不懂人话，你可以走了！
disgust,//@加利福尼亚洲水郡:你这句话我可不可以理解为，强拆谁谁就死 //@陈宝存:应该说在拆迁实践中，这是最温柔的事例。
anger,垡头翠成有恶魔！
anger,把四只2个月的小狗堵在洞里，用大量敌敌畏灌注致死：小狗被人堵在洞里，用大量敌敌畏灌注并用碎石封死在里！
sadness,喂狗的好心人再来喂狗的时候，发现惨剧，立刻拼命的挖，刨。
sadness,一切都晚了。
disgust,有可能是病毒，我认识的人，发什么鬼孩子的照片啊。
disgust,呵呵。
surprise,我还以为让我上去就是做个ppt呢，心想这事简单啊就答应了，谁知道还要说。。。
surprise,还要幽默互动。。。。
fear,我一不留神实话说出来我是托咋办。
sadness,因为我突然觉得人生不应该过得这么堕落！
like,我应该正直向上，就算爱看电影，也应该看些很好很文艺很有水平的电影，而不是整天都沉醉在这些纸醉金迷的频影当中。
sadness,可是我冷静了一下想到：如果删掉我铁定会后悔 TT TT 我有茫然了
happiness,老娘宣布，老道让葵酱喊我回家吃饭！
happiness,丢张清晰版合影，陈道明蜀黍乃这表情有多么像顾绍棠啊，何冰蜀黍偶还是想念宋慈大人啊，哈哈哈~~~
like,//@铜陵市司法局：感谢大家关注安徽司法行政工作
happiness,通过我们和腾讯有关部门的沟通，QQ群现在有许嵩(@许嵩) 分类啦！
like,大家快修改自己群的分类吧（见图），感谢queenie和有关部门同事们！
like,§我喜欢你，不在乎你有多富有，也不在乎你的外表有多帅气迷人，我只在乎你那颗为我痴狂，爱我如初的心而已。
sadness,女孩子可以在生日，情人节，妇女节，母亲节，七夕，圣诞节以及任何时间她想要都可以收到礼物，男同志只有在生日，父亲节（单身没有）能收到，其他任何时间则负责买礼物...
disgust,一场性爱，明明是男人在那出力，流汗费精的，爽的程度也是女人高于男人。
disgust,为什么男人老觉得自己占了便宜，女人老觉得自己吃了多大亏似的呢？
like,甜心Tina在我兩次低潮的時候，送給我的勇氣小熊。
happiness,親愛的甜心，謝謝妳的溫暖友情，這兩個小熊給了我好多好多力量，每次看著它們，唱著妳為我寫的那些美麗動人的曲子，我就會覺得自己好幸福好幸福：）真的好珍惜這樣難得的友情，祝福每一位都能在人生中交到一個這麼棒的朋友：）~愛妳~
happiness,睡觉梦到了自诩小帅哥的Jack，搞笑的不是一般呐^好吧爱一件事不需要解释，安仔Simmy幸福走下去！
happiness,这个父亲节和我的生日凑在一块咯，哈哈！！
happiness,我的节日，我也是父亲啊！！
happiness,所以祝我和我的父亲节日快乐，也感谢妈妈30几年前生下我，养育我！！！
disgust,钓鱼网站最可恶，登录淘宝网www.taobao.com 并且坚持支付宝交易，正确使用网银，让骗子无计可施！
anger,MB到现在三周多了！！
anger,信儿都没有一个！
anger,发邮件去问两天了也不回复。。。。
anger,我要骂脏话。。。
anger,大半夜睡正香被蚊子叮醒的我表示很不爽[抓狂][抓狂]看来不把这几只臭蚊子消灭我今晚就不用睡了[怒][奥特曼]
like,一定会持续支持的[赞] ！
like,也希望你们越办越好！
like,[心] //@安踏女子：[耶] 亲喜欢就好！
like,关注安踏女子，好运连连~~即将有更多重磅活动推出，大家期待下~~哇哈哈[嘻嘻]
disgust,[话筒] [钟] [下雨] [衰]
like,我只是一直相信，别人可以的我也可以......
like,[酷]
like,硅谷每个改变世界的大企业背后，都有这么一群曾经改变过世界的天使
like,倒是建议你们去海南陵水的海龟医院做几日照顾海龟的旅行义工，学习了解海南海洋知识，或者在海南学习一项海洋运动，比如冲浪或者帆板等，这些经历和经验都是未来的财富，而且都是海南最先锋的旅行体验。
like,纵观比赛 绿城2:0名古屋京巴赢在情理之中 看得出来球队准备的很充分 吴金贵临场换人效果显著 ，希望再接再厉一场一场打好以后的比赛。
happiness,[干杯] [威武]
sadness,我被领导责备了 他说：我知道你很冤 产品出问题不是你造成的 但就是你的错 因为是你没有督促到位 没有做好充足的准备 好吧 。。。
anger,作为销售部门的一员，我对产品部门、质检部门等和产品上市相关的一切部门表示[抓狂] [怒]
surprise,围观党掐着表看的表示惊吓先生第二次通贩20秒左右下架，第一次刷开353，之后223、2、下架。
like,我想我会永远支持这个大气的男人！
sadness,整理完内存后短信息无法显示是什么状况?
sadness,在所有信息下一片空白，重启拆电池都没用。
like,求指教。
anger,母亲，为了救自己的孩子惨死在村民乱棍之下！
anger,村民为打死那只刚生宝宝的母亲用它刚出生的孩子引诱它，在刁民摔死两个孩子后，孩子的惨叫声使母亲奋不顾身来救孩子，最终，她惨死！
anger,身上的骨头尽被打碎，尸体惨状无法言喻。
sadness,"仅存的孩子被爱之家义工用500元才救出去,没文化很可怕！"
sadness,我在这边等待，你在哪一方？
sadness,柔和的灯光，映衬着床的温馨，可是孤独让我早已穿越岁月风霜，却无法穿越生命轮回。
happiness,广而告之：所有热爱旅游和热爱旅游卫视的人，行动吧~[嘻嘻] //@优酷网:其实我们想告诉你天上掉馅儿饼的事还是有的[偷笑]
sadness,看了自己QQ空间一直以来的日志 回忆了一些过往 越来越不明白自己在干什么了 稳定的工作 结婚生子 买车买房……
sadness,现实的残酷
happiness,在首尔，从另一个手机找到的零星回忆，这张照片照完，就去了当地最年轻的夜店，哈哈哈。
happiness,对了，三八妇女节快乐，快快乐乐！！！
anger,尼玛那还不如去死啊！！！
anger,[抽耳光]刚才去学校超市看，发现农夫山泉居然断货了！
anger,坑爹啊！！！
anger,杭州果然是最不适宜人类居住的城市有木有啊亲！！！
anger,从风水宝地到杭州上学的苦逼伤不起啊！！！！！！
sadness,心情有些低落...
sadness,刚得知闺蜜的父亲走了...
sadness,很和蔼的一个老人，一路走好[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]
happiness,绿城 2：0 名古屋鲸八 恭喜一下！
happiness,亚冠的好开局！
anger,各种觉得SM太他妈的不把ELF当回事。。。。
anger,什么都敢拼起来卖。。
anger,草。。。
surprise,额···小刀这是你妹？
like,//@于小刀:我发现猫咪有约论坛蛮好玩 //@二萌兵:借小刀兄的围脖送给所有即将高考的童鞋们！
disgust,[部门]中央政府部门一大特点是维护部门利益，护犊子心理特重.
disgust,比如卫生部要建记者黑名单，新闻出版署说违法！
disgust,唯一例外的是司法部，眼见自己的一亩三分地被遭踏，律师被打压，不维护自家疆土，反而跟上踩一脚.
like,海敏吧发的所有东西 都是因为爱李东海爱李晟敏爱海敏才发的 发给喜爱海海敏敏的亲们共赏的 所以也请各位互相尊重喔喔~~~~~不喜欢或者不是你喜欢的CP请别评论也别转发都没关系的喔嘤嘤嘤素质神马的嘤嘤嘤 真心感谢配合&gt;///&lt;
like,仅仅五十几秒，还没有歌词，已经足够打动我。
happiness,分享圖片 六一 咱萌照必须有...
happiness,我要跟小孩拍照啦..
happiness,[嘻嘻] [哈哈] [偷笑]
anger,请问现如今李晟敏在台上给金历旭伴奏 凭什么敏饭不能给李晟敏应援？？！！！
anger,口口声声说请尊重 那请问你尊重李晟敏了么？？！！
anger,李晟敏为你爱豆伴奏 不许敏饭给李晟敏应援？？！！
anger,凭TM什么？？？！！！
anger,找骂贴，我对同志并不反感，见到真爱的伴侣也会支持和祝福，但这次的大反击，让我觉得，你们缺乏必要的自信，你们又不是残疾人，也不是被夺走家园的少数民族，何必那么激烈呢？
anger,要知道，在所有需要灵感与创意的行业，冲到顶尖的很多都是同志，在这个时代，你们早已不是弱势群体了，拜托，自信点好吗？
disgust,闷煞人。
like,日本人又做了件值得称道的事，细看具体做法，其实并不难，只要有决心和信心。
surprise,同样是奶茶，区别怎么就这么大呢？
like,他家饮料品种很多，可以换着花样喝。
like,天天喝也不会厌的奶茶~快乐柠檬~su
like,（掌声）
anger,现在管理社会，将社会当成牛羊那样管治，还是当人尊重？
anger,艺术家独立特行，要管，民间信仰诵诗，要管，民间公益组织，要管，什么都要管治，因管而乱的事情愈演愈烈。
anger,但对艺术家对信仰者，为什么没有一个爱与尊重？
like,此时，田埂的茅根开始吐牙，毛根花是极品吖，怎个甜香，咋个流口水，那是偶那一代人的馋，哎哎！
surprise,宠物狗也有了facebook主页！
